"","qKO_rep1","qKO_rep2","qKO_rep3","WT_rep1","WT_rep2","WT_rep3"
"ENSMUSG00000094513.1",0,0,0,0,0,0
"ENSMUSG00000095372.1",0,0,0,0,0,0
"ENSMUSG00000094610.1",0,0,0,0,0,0
"ENSMUSG00000094604.1",0,0,0,0,0,0
"ENSMUSG00000096811.1",0,0,0,0,0,0
"ENSMUSG00000096048.1",0,0,0,0,0,0
"ENSMUSG00000077645.1",0,0,0,0,0,0
"ENSMUSG00000096648.1",0,0,0,0,0,0
"ENSMUSG00000094625.1",0,0,0,0,0,0
"ENSMUSG00000095581.1",0,0,0,0,0,0
"ENSMUSG00000094538.1",0,0,0,0,0,0
"ENSMUSG00000094364.1",0,0,0,0,0,0
"ENSMUSG00000095009.1",0,0,0,0,0,0
"ENSMUSG00000096041.1",0,0,0,0,0,0
"ENSMUSG00000095476.1",0,0,0,0,0,0
"ENSMUSG00000093943.1",0,0,0,0,0,0
"ENSMUSG00000094308.1",0,0,0,0,0,0
"ENSMUSG00000096605.1",0,0,0,0,0,0
"ENSMUSG00000093860.1",0,0,0,0,0,0
"ENSMUSG00000075726.1",0,0,0,0,0,0
"ENSMUSG00000094917.1",0,0,0,0,0,0
"ENSMUSG00000094587.1",0,0,0,0,0,0
"ENSMUSG00000096324.1",0,0,0,0,0,0
"ENSMUSG00000094049.1",0,0,0,0,0,0
"ENSMUSG00000095671.1",0,0,0,0,0,0
"ENSMUSG00000095997.1",0,0,0,0,0,0
"ENSMUSG00000095885.1",0,0,0,0,0,0
"ENSMUSG00000095314.1",0,0,0,0,0,0
"ENSMUSG00000093958.1",0,0,0,0,0,0
"ENSMUSG00000094765.1",0,0,0,0,0,0
"ENSMUSG00000096281.1",0,0,0,0,0,0
"ENSMUSG00000094213.1",0,0,0,0,0,0
"ENSMUSG00000096454.1",0,0,0,0,0,0
"ENSMUSG00000093870.1",0,0,0,0,0,0
"ENSMUSG00000093854.1",0,0,0,0,0,0
"ENSMUSG00000094524.1",0,0,0,0,0,0
"ENSMUSG00000094099.1",0,0,0,0,0,0
"ENSMUSG00000094093.1",0,0,0,0,0,0
"ENSMUSG00000096287.1",0,0,0,0,0,0
"ENSMUSG00000094912.1",0,0,0,0,0,0
"ENSMUSG00000094636.1",0,0,0,0,0,0
"ENSMUSG00000094567.1",0,0,0,0,0,0
"ENSMUSG00000094458.1",0,0,0,0,0,0
"ENSMUSG00000095628.1",0,0,0,0,0,0
"ENSMUSG00000096185.1",0,0,0,0,0,0
"ENSMUSG00000096447.1",0,0,0,0,0,0
"ENSMUSG00000096814.1",0,0,0,0,0,0
"ENSMUSG00000096306.1",0,0,0,0,0,0
"ENSMUSG00000096067.1",0,0,0,0,0,0
"ENSMUSG00000094032.1",0,0,0,0,0,0
"ENSMUSG00000096090.1",0,0,0,0,0,0
"ENSMUSG00000096595.1",0,0,0,0,0,0
"ENSMUSG00000095402.1",0,0,0,0,0,0
"ENSMUSG00000095764.1",0,0,0,0,0,0
"ENSMUSG00000075968.1",0,0,0,0,0,0
"ENSMUSG00000095924.1",0,0,0,0,0,0
"ENSMUSG00000094998.1",0,0,0,0,0,0
"ENSMUSG00000095357.1",0,0,0,0,0,0
"ENSMUSG00000095021.1",0,0,0,0,0,0
"ENSMUSG00000095660.1",0,0,0,0,0,0
"ENSMUSG00000094037.1",0,0,0,0,0,0
"ENSMUSG00000094438.1",0,0,0,0,0,0
"ENSMUSG00000096392.1",0,0,0,0,0,0
"ENSMUSG00000096821.1",0,0,0,0,0,0
"ENSMUSG00000095714.1",0,0,0,0,0,0
"ENSMUSG00000095945.1",0,0,0,0,0,0
"ENSMUSG00000094847.1",0,0,0,0,0,0
"ENSMUSG00000094148.1",0,0,0,0,0,0
"ENSMUSG00000096812.1",0,0,0,0,0,0
"ENSMUSG00000094129.1",0,0,0,0,0,0
"ENSMUSG00000095587.1",0,0,0,0,0,0
"ENSMUSG00000095182.1",0,0,0,0,0,0
"ENSMUSG00000094048.1",0,0,0,0,0,0
"ENSMUSG00000094442.1",0,0,0,0,0,0
"ENSMUSG00000096028.1",0,0,0,0,0,0
"ENSMUSG00000096136.1",0,0,0,0,0,0
"ENSMUSG00000094922.1",0,0,0,0,0,0
"ENSMUSG00000096565.1",0,0,0,0,0,0
"ENSMUSG00000096285.1",0,0,0,0,0,0
"ENSMUSG00000094753.1",0,0,0,0,0,0
"ENSMUSG00000094903.1",0,0,0,0,0,0
"ENSMUSG00000094554.1",0,0,0,0,0,0
"ENSMUSG00000095501.1",0,0,0,0,0,0
"ENSMUSG00000095511.1",0,0,0,0,0,0
"ENSMUSG00000094522.1",0,0,0,0,0,0
"ENSMUSG00000096359.1",0,0,0,0,0,0
"ENSMUSG00000094283.1",0,0,0,0,0,0
"ENSMUSG00000095220.1",0,0,0,0,0,0
"ENSMUSG00000094609.1",0,0,0,0,0,0
"ENSMUSG00000109575.1",0,0,0,0,0,0
"ENSMUSG00000093929.1",0,0,0,0,0,0
"ENSMUSG00000096019.1",0,0,0,0,0,0
"ENSMUSG00000094890.1",0,0,0,0,0,0
"ENSMUSG00000096431.1",0,0,0,0,0,0
"ENSMUSG00000096159.1",0,0,0,0,0,0
"ENSMUSG00000094581.1",0,0,0,0,0,0
"ENSMUSG00000094236.1",0,0,0,0,0,0
"ENSMUSG00000096248.1",0,0,0,0,0,0
"ENSMUSG00000094069.1",0,0,0,0,0,0
"ENSMUSG00000096148.1",0,0,0,0,0,0
"ENSMUSG00000094407.1",0,0,0,0,0,0
"ENSMUSG00000095734.1",0,0,0,0,0,0
"ENSMUSG00000094960.1",0,0,0,0,0,0
"ENSMUSG00000096231.1",0,0,0,0,0,0
"ENSMUSG00000096110.1",0,0,0,0,0,0
"ENSMUSG00000096502.1",0,0,0,0,0,0
"ENSMUSG00000096082.1",0,0,0,0,0,0
"ENSMUSG00000095060.1",0,0,0,0,0,0
"ENSMUSG00000094150.1",0,0,0,0,0,0
"ENSMUSG00000096677.1",0,0,0,0,0,0
"ENSMUSG00000096057.1",0,0,0,0,0,0
"ENSMUSG00000096305.1",0,0,0,0,0,0
"ENSMUSG00000095389.1",0,0,0,0,0,0
"ENSMUSG00000096095.1",0,0,0,0,0,0
"ENSMUSG00000095155.1",0,0,0,0,0,0
"ENSMUSG00000096660.1",0,0,0,0,0,0
"ENSMUSG00000095542.1",0,0,0,0,0,0
"ENSMUSG00000094994.1",0,0,0,0,0,0
"ENSMUSG00000094923.1",0,0,0,0,0,0
"ENSMUSG00000096070.1",0,0,0,0,0,0
"ENSMUSG00000096017.1",0,0,0,0,0,0
"ENSMUSG00000096865.1",0,0,0,0,0,0
"ENSMUSG00000094837.1",0,0,0,0,0,0
"ENSMUSG00000094109.1",0,0,0,0,0,0
"ENSMUSG00000094218.1",0,0,0,0,0,0
"ENSMUSG00000096302.1",0,0,0,0,0,0
"ENSMUSG00000095100.1",0,0,0,0,0,0
"ENSMUSG00000095045.1",0,0,0,0,0,0
"ENSMUSG00000095479.1",0,0,0,0,0,0
"ENSMUSG00000094060.1",0,0,0,0,0,0
"ENSMUSG00000093869.1",0,0,0,0,0,0
"ENSMUSG00000094831.1",0,0,0,0,0,0
"ENSMUSG00000095639.1",0,0,0,0,0,0
"ENSMUSG00000095618.1",0,0,0,0,0,0
"ENSMUSG00000094997.1",0,0,0,0,0,0
"ENSMUSG00000096845.1",0,0,0,0,0,0
"ENSMUSG00000095349.1",0,0,0,0,0,0
"ENSMUSG00000096868.1",0,0,0,0,0,0
"ENSMUSG00000096604.1",0,0,0,0,0,0
"ENSMUSG00000093802.1",0,0,0,0,0,0
"ENSMUSG00000096462.1",0,0,0,0,0,0
"ENSMUSG00000094287.1",0,0,0,0,0,0
"ENSMUSG00000093974.1",0,0,0,0,0,0
"ENSMUSG00000095641.1",0,0,0,0,0,0
"ENSMUSG00000095374.1",0,0,0,0,0,0
"ENSMUSG00000094987.1",0,0,0,0,0,0
"ENSMUSG00000094389.1",0,0,0,0,0,0
"ENSMUSG00000094573.1",0,0,0,0,0,0
"ENSMUSG00000096759.1",0,0,0,0,0,0
"ENSMUSG00000095458.1",0,0,0,0,0,0
"ENSMUSG00000096313.1",0,0,0,0,0,0
"ENSMUSG00000096190.1",0,0,0,0,0,0
"ENSMUSG00000094039.1",0,0,0,0,0,0
"ENSMUSG00000093971.1",0,0,0,0,0,0
"ENSMUSG00000094599.1",0,0,0,0,0,0
"ENSMUSG00000096475.1",0,0,0,0,0,0
"ENSMUSG00000096634.1",0,0,0,0,0,0
"ENSMUSG00000094642.1",0,0,0,0,0,0
"ENSMUSG00000095691.1",0,0,0,0,0,0
"ENSMUSG00000094274.1",0,0,0,0,0,0
"ENSMUSG00000077772.1",0,0,0,0,0,0
"ENSMUSG00000000948.16",282,672,666,636,282,226
"ENSMUSG00000077191.1",0,0,0,0,0,0
"ENSMUSG00000089375.1",0,0,0,0,0,0
"ENSMUSG00000102252.5",1006,1380,2736,1772,1778,1574
"ENSMUSG00000102627.1",0,0,0,0,0,0
"ENSMUSG00000108937.1",0,0,0,0,0,0
"ENSMUSG00000047370.5",6,4,2,2,2,4
"ENSMUSG00000109451.1",0,0,0,0,0,0
"ENSMUSG00000109220.1",0,0,0,0,0,0
"ENSMUSG00000109447.1",0,0,0,0,0,0
"ENSMUSG00000109222.1",16,6,6,0,2,0
"ENSMUSG00000109533.1",0,0,0,0,0,0
"ENSMUSG00000109121.1",0,0,0,0,0,0
"ENSMUSG00000108867.1",0,0,0,0,0,0
"ENSMUSG00000068151.7",0,0,0,0,0,0
"ENSMUSG00000108917.1",0,0,0,0,0,0
"ENSMUSG00000109006.2",0,0,0,0,0,0
"ENSMUSG00000059585.4",0,0,0,0,0,0
"ENSMUSG00000093101.1",0,0,0,0,0,0
"ENSMUSG00000096076.1",0,0,0,0,0,0
"ENSMUSG00000092847.1",0,0,0,0,0,0
"ENSMUSG00000096893.1",0,0,0,0,0,0
"ENSMUSG00000109394.2",0,2,0,0,0,0
"ENSMUSG00000095010.1",0,0,0,0,0,0
"ENSMUSG00000093019.1",0,0,0,0,0,0
"ENSMUSG00000095292.1",0,0,0,0,0,0
"ENSMUSG00000092997.1",0,0,0,0,0,0
"ENSMUSG00000077869.1",0,0,0,0,0,0
"ENSMUSG00000094173.1",0,0,0,0,0,0
"ENSMUSG00000096189.1",0,0,0,0,0,0
"ENSMUSG00000093170.1",0,0,0,0,0,0
"ENSMUSG00000092921.1",0,0,0,0,0,0
"ENSMUSG00000077107.1",0,0,0,0,0,0
"ENSMUSG00000065568.1",0,0,0,0,0,0
"ENSMUSG00000109465.1",0,0,0,0,0,0
"ENSMUSG00000109321.1",0,0,0,0,0,0
"ENSMUSG00000109178.1",0,0,0,0,0,0
"ENSMUSG00000093187.1",0,0,0,0,0,0
"ENSMUSG00000092850.1",0,0,0,0,0,0
"ENSMUSG00000077194.1",0,0,0,0,0,0
"ENSMUSG00000093108.1",0,0,0,0,0,0
"ENSMUSG00000094304.1",0,0,0,0,0,0
"ENSMUSG00000095154.1",0,0,0,0,0,0
"ENSMUSG00000045813.7",2,2,0,12,0,2
"ENSMUSG00000108986.1",0,0,0,0,0,0
"ENSMUSG00000033585.5",266,178,214,242,352,284
"ENSMUSG00000056972.6",14,6,26,22,2,14
"ENSMUSG00000070527.3",262,318,272,270,218,186
"ENSMUSG00000070526.2",32,12,22,12,16,10
"ENSMUSG00000072460.5",0,4,0,0,0,0
"ENSMUSG00000108928.1",0,0,0,0,0,0
"ENSMUSG00000077683.1",0,0,0,0,0,0
"ENSMUSG00000109204.1",0,0,0,0,0,0
"ENSMUSG00000109344.1",0,0,0,0,0,0
"ENSMUSG00000109289.1",0,0,0,0,0,0
"ENSMUSG00000030525.8",250,180,306,284,388,106
"ENSMUSG00000109057.1",14,32,14,24,10,20
"ENSMUSG00000097682.1",0,0,0,0,0,0
"ENSMUSG00000033510.14",32,4,32,12,4,20
"ENSMUSG00000081788.2",16,14,20,22,28,24
"ENSMUSG00000087989.1",0,0,0,0,0,0
"ENSMUSG00000093751.1",0,0,0,0,0,0
"ENSMUSG00000108421.1",0,0,0,0,0,0
"ENSMUSG00000108700.1",0,0,0,0,0,0
"ENSMUSG00000108629.1",0,0,0,0,0,0
"ENSMUSG00000052040.10",3800,3866,5310,3752,4726,3042
"ENSMUSG00000098708.7",12,12,40,16,10,6
"ENSMUSG00000095061.1",2,0,0,4,2,4
"ENSMUSG00000108418.1",4,0,0,2,0,8
"ENSMUSG00000108313.1",2,0,0,0,0,0
"ENSMUSG00000108393.1",0,2,0,0,0,0
"ENSMUSG00000108469.1",0,0,0,0,0,0
"ENSMUSG00000108620.1",0,6,6,0,4,2
"ENSMUSG00000030523.18",2871,2998,508,267,370,3103
"ENSMUSG00000108645.1",59,68,14,3,6,87
"ENSMUSG00000065585.1",6,0,0,0,0,0
"ENSMUSG00000108770.1",0,2,0,0,2,6
"ENSMUSG00000098910.1",0,0,0,0,0,0
"ENSMUSG00000108422.1",0,0,0,0,0,0
"ENSMUSG00000108472.1",9,9,1,7,12,2
"ENSMUSG00000030522.14",510,662,791,785,738,570
"ENSMUSG00000092187.1",133,103,108,84,126,84
"ENSMUSG00000033458.17",908,828,708,570,790,482
"ENSMUSG00000030521.11",3756,4364,5144,3828,3940,3372
"ENSMUSG00000033429.10",604,614,466,318,378,314
"ENSMUSG00000030519.14",50,54,82,32,80,104
"ENSMUSG00000108384.1",0,0,0,0,0,0
"ENSMUSG00000108721.1",0,0,0,0,0,0
"ENSMUSG00000030518.17",118,132,56,20,22,18
"ENSMUSG00000070520.4",1146,1218,1156,1156,1338,1162
"ENSMUSG00000093212.1",0,0,0,0,0,0
"ENSMUSG00000108745.1",0,0,0,0,0,0
"ENSMUSG00000108445.1",0,0,0,0,0,0
"ENSMUSG00000108587.1",0,0,0,0,0,0
"ENSMUSG00000030516.14",3836,4446,7032,5354,6050,3290
"ENSMUSG00000108338.1",2,0,0,0,0,0
"ENSMUSG00000108541.1",0,0,0,0,0,0
"ENSMUSG00000108533.1",0,0,0,0,0,0
"ENSMUSG00000086232.2",0,0,0,0,2,0
"ENSMUSG00000086662.7",0,0,0,0,0,0
"ENSMUSG00000030515.9",178,214,450,290,286,180
"ENSMUSG00000078681.10",812,918,1236,840,1110,878
"ENSMUSG00000068480.6",4,4,0,6,14,0
"ENSMUSG00000100094.1",0,0,0,0,0,0
"ENSMUSG00000093405.1",54,22,22,24,44,8
"ENSMUSG00000030513.14",7922,7360,5298,4028,5408,4228
"ENSMUSG00000108793.1",0,0,0,0,0,0
"ENSMUSG00000030512.13",2470,2538,2850,2426,2650,2946
"ENSMUSG00000108777.1",0,0,0,0,8,2
"ENSMUSG00000075701.9",1050,1264,1868,1286,1454,1294
"ENSMUSG00000097634.2",25,6,27,7,14,10
"ENSMUSG00000032640.10",849,934,1731,1127,1148,1130
"ENSMUSG00000065800.1",0,0,0,0,0,0
"ENSMUSG00000108699.1",4,0,0,0,0,2
"ENSMUSG00000108686.1",0,0,0,0,0,0
"ENSMUSG00000015133.17",54,60,54,10,12,26
"ENSMUSG00000109119.1",0,0,0,0,0,0
"ENSMUSG00000078677.1",0,0,0,0,0,0
"ENSMUSG00000087834.1",0,0,0,0,0,0
"ENSMUSG00000098353.1",0,0,0,0,0,0
"ENSMUSG00000015134.15",398,360,294,28,20,44
"ENSMUSG00000109114.1",0,0,2,0,0,0
"ENSMUSG00000109330.1",0,0,0,0,0,0
"ENSMUSG00000109039.1",0,0,0,0,0,0
"ENSMUSG00000109249.1",0,0,0,0,0,0
"ENSMUSG00000030509.17",1118,1460,1704,1044,1122,904
"ENSMUSG00000053091.16",588,648,942,542,660,698
"ENSMUSG00000109133.1",0,0,0,0,0,0
"ENSMUSG00000108846.1",0,0,0,0,0,0
"ENSMUSG00000030510.11",6,4,0,6,6,0
"ENSMUSG00000058145.16",42,46,44,38,34,32
"ENSMUSG00000109079.1",0,0,0,0,0,0
"ENSMUSG00000108873.1",2,0,0,0,0,0
"ENSMUSG00000108833.1",0,0,0,0,2,0
"ENSMUSG00000109273.1",0,0,0,0,0,0
"ENSMUSG00000097527.2",0,0,0,0,0,0
"ENSMUSG00000043831.12",536,541,437,319,412,321
"ENSMUSG00000030557.17",608,713,691,629,540,465
"ENSMUSG00000109539.1",14,34,22,16,20,8
"ENSMUSG00000109363.1",0,0,0,0,0,0
"ENSMUSG00000109329.1",0,0,0,0,0,0
"ENSMUSG00000030556.13",2264,2606,2885,2170,2570,1484
"ENSMUSG00000087926.1",0,0,0,2,0,0
"ENSMUSG00000109342.1",0,6,7,0,2,0
"ENSMUSG00000109558.1",0,0,0,0,0,0
"ENSMUSG00000030555.16",559,559,961,530,593,503
"ENSMUSG00000109115.1",371,282,403,343,334,131
"ENSMUSG00000030554.16",288,330,272,212,271,52
"ENSMUSG00000108871.1",6,1,0,3,10,0
"ENSMUSG00000080609.1",0,0,0,0,0,0
"ENSMUSG00000097981.1",0,0,0,0,0,0
"ENSMUSG00000097697.2",8,0,0,0,0,0
"ENSMUSG00000109464.1",0,0,0,0,0,0
"ENSMUSG00000109193.1",0,0,0,0,0,0
"ENSMUSG00000109152.1",0,0,0,0,0,0
"ENSMUSG00000005533.10",1509,1572,2310,1372,1596,762
"ENSMUSG00000030553.3",17,20,12,18,4,12
"ENSMUSG00000086628.7",2,2,2,1,0,2
"ENSMUSG00000074071.11",951,1202,1188,973,1226,688
"ENSMUSG00000109453.1",0,6,0,0,0,0
"ENSMUSG00000109096.1",6,8,6,8,18,6
"ENSMUSG00000086410.7",21,16,2,16,4,2
"ENSMUSG00000109458.1",0,0,0,0,0,0
"ENSMUSG00000108924.1",0,0,0,0,0,0
"ENSMUSG00000108828.1",0,0,0,0,0,0
"ENSMUSG00000109298.1",0,0,0,0,0,0
"ENSMUSG00000109375.1",0,0,0,0,0,0
"ENSMUSG00000094854.3",0,0,0,0,0,0
"ENSMUSG00000108876.1",0,0,0,0,0,0
"ENSMUSG00000042659.15",1740,1774,2500,1936,2394,1802
"ENSMUSG00000109407.1",0,0,0,0,0,0
"ENSMUSG00000065940.1",0,0,0,0,0,0
"ENSMUSG00000109524.1",0,0,0,0,0,0
"ENSMUSG00000098017.1",2,2,2,4,2,6
"ENSMUSG00000109400.1",0,0,0,0,0,0
"ENSMUSG00000110028.1",0,0,0,0,0,0
"ENSMUSG00000109153.1",0,0,0,0,0,0
"ENSMUSG00000108885.1",0,0,0,2,0,0
"ENSMUSG00000065165.1",0,0,0,0,0,0
"ENSMUSG00000109412.1",0,0,0,0,0,0
"ENSMUSG00000098246.1",0,2,0,0,0,0
"ENSMUSG00000109373.1",0,0,0,0,0,0
"ENSMUSG00000108821.1",0,0,0,0,0,0
"ENSMUSG00000077166.1",0,0,0,0,0,0
"ENSMUSG00000109097.1",0,0,0,2,0,0
"ENSMUSG00000109280.1",0,0,0,0,0,0
"ENSMUSG00000099387.1",0,0,0,0,0,0
"ENSMUSG00000109361.1",0,0,0,0,0,0
"ENSMUSG00000109364.1",0,0,0,0,0,0
"ENSMUSG00000030551.14",8,4,12,26,22,108
"ENSMUSG00000100005.7",0,0,0,0,0,0
"ENSMUSG00000101559.1",0,0,0,0,0,0
"ENSMUSG00000108869.1",0,0,0,0,0,0
"ENSMUSG00000097991.1",0,0,0,0,0,0
"ENSMUSG00000108899.1",0,0,0,0,0,0
"ENSMUSG00000109028.1",0,0,0,0,0,0
"ENSMUSG00000108836.1",0,0,0,0,0,0
"ENSMUSG00000109021.1",0,0,2,6,6,2
"ENSMUSG00000109018.1",0,0,4,0,0,2
"ENSMUSG00000109294.1",0,0,0,0,0,0
"ENSMUSG00000089401.1",0,0,0,0,0,0
"ENSMUSG00000109532.1",0,0,0,0,0,0
"ENSMUSG00000109454.1",0,0,0,0,0,0
"ENSMUSG00000109003.1",0,0,0,0,0,0
"ENSMUSG00000109161.1",0,0,0,0,0,0
"ENSMUSG00000100664.1",0,0,0,0,0,0
"ENSMUSG00000099853.3",0,0,4,0,0,0
"ENSMUSG00000109548.1",0,0,0,0,0,0
"ENSMUSG00000066697.3",0,0,0,0,0,0
"ENSMUSG00000099558.1",0,0,0,0,0,0
"ENSMUSG00000108978.1",2,2,0,0,0,4
"ENSMUSG00000108972.1",0,0,0,0,0,0
"ENSMUSG00000109388.1",0,0,0,0,0,0
"ENSMUSG00000108982.1",0,0,0,0,0,0
"ENSMUSG00000108669.1",0,0,0,0,0,0
"ENSMUSG00000108480.1",0,0,0,0,0,0
"ENSMUSG00000108800.1",0,0,0,0,0,2
"ENSMUSG00000032776.9",208,318,240,216,216,92
"ENSMUSG00000108427.1",0,4,2,2,4,2
"ENSMUSG00000108493.1",0,0,0,0,0,0
"ENSMUSG00000103673.1",0,0,0,0,0,0
"ENSMUSG00000100138.1",0,0,0,0,0,0
"ENSMUSG00000081895.3",4,6,0,2,0,2
"ENSMUSG00000100670.1",0,0,0,0,0,0
"ENSMUSG00000097530.1",22,22,14,24,24,12
"ENSMUSG00000098195.1",0,0,0,0,0,0
"ENSMUSG00000098035.1",8,2,6,2,4,4
"ENSMUSG00000108329.1",0,0,0,0,0,0
"ENSMUSG00000108383.1",0,0,0,0,0,0
"ENSMUSG00000108345.1",0,0,0,0,0,0
"ENSMUSG00000101843.1",0,0,0,0,0,0
"ENSMUSG00000108778.1",4,0,0,0,0,0
"ENSMUSG00000108513.1",0,2,0,0,0,0
"ENSMUSG00000108530.1",0,6,0,1,2,0
"ENSMUSG00000097756.2",4,2,2,3,1,1
"ENSMUSG00000070509.15",800,452,478,190,469,417
"ENSMUSG00000108678.1",6,14,4,4,4,12
"ENSMUSG00000108601.1",2,2,0,0,0,4
"ENSMUSG00000078671.11",6286,6824,6846,7415,8543,4195
"ENSMUSG00000108741.1",2,8,18,14,8,2
"ENSMUSG00000108319.1",4,0,0,0,0,12
"ENSMUSG00000108812.1",4,2,0,4,4,12
"ENSMUSG00000108563.1",24,40,18,43,17,11
"ENSMUSG00000118577.1",28,92,48,64,28,50
"ENSMUSG00000101970.7",102,194,128,268,180,184
"ENSMUSG00000108724.1",0,0,0,0,0,0
"ENSMUSG00000108497.1",0,0,0,0,0,0
"ENSMUSG00000108311.1",0,6,0,0,0,2
"ENSMUSG00000065729.1",0,0,0,0,0,0
"ENSMUSG00000089391.1",0,0,0,0,0,0
"ENSMUSG00000108550.1",0,0,0,0,0,0
"ENSMUSG00000108473.1",0,0,0,2,2,0
"ENSMUSG00000108337.1",0,0,0,2,6,0
"ENSMUSG00000108485.1",0,0,0,0,0,0
"ENSMUSG00000108687.1",0,0,0,0,0,0
"ENSMUSG00000091890.2",11,3,1,8,7,2
"ENSMUSG00000078670.3",49,65,17,152,131,52
"ENSMUSG00000108412.1",0,0,0,0,0,0
"ENSMUSG00000074067.9",0,0,0,0,0,0
"ENSMUSG00000108548.1",0,0,0,0,0,0
"ENSMUSG00000108448.2",2,4,6,6,10,2
"ENSMUSG00000105381.1",0,0,0,0,0,0
"ENSMUSG00000025789.9",8,12,0,2,0,0
"ENSMUSG00000108375.1",0,0,0,0,4,0
"ENSMUSG00000102384.1",0,2,0,2,0,0
"ENSMUSG00000108725.1",0,0,0,0,0,0
"ENSMUSG00000098303.1",0,0,0,0,0,0
"ENSMUSG00000025790.14",4,8,32,16,30,2
"ENSMUSG00000085161.1",0,0,0,0,0,0
"ENSMUSG00000108570.1",0,0,0,0,0,0
"ENSMUSG00000108468.1",0,0,0,0,0,0
"ENSMUSG00000108652.1",0,0,0,0,0,0
"ENSMUSG00000108642.1",0,0,0,0,0,0
"ENSMUSG00000108716.1",0,0,0,0,0,0
"ENSMUSG00000089522.1",0,0,0,0,0,0
"ENSMUSG00000108803.1",0,0,0,0,0,0
"ENSMUSG00000053025.13",0,2,0,0,4,0
"ENSMUSG00000088683.1",0,0,0,0,0,0
"ENSMUSG00000097247.2",0,0,0,0,0,0
"ENSMUSG00000069196.6",0,0,0,0,0,0
"ENSMUSG00000108590.1",0,0,0,0,0,0
"ENSMUSG00000066406.15",1760,1704,2130,2122,2758,1350
"ENSMUSG00000108542.1",0,2,0,0,0,0
"ENSMUSG00000108560.1",0,2,0,4,0,0
"ENSMUSG00000108557.1",0,0,0,4,0,0
"ENSMUSG00000087896.1",0,0,0,0,0,0
"ENSMUSG00000108633.1",0,0,0,0,0,2
"ENSMUSG00000076961.1",0,2,0,0,2,0
"ENSMUSG00000097415.2",2562,3180,3982,4276,5450,2542
"ENSMUSG00000097116.1",0,0,0,0,0,0
"ENSMUSG00000055652.14",994,854,864,870,1168,760
"ENSMUSG00000108495.1",0,0,0,0,0,0
"ENSMUSG00000108467.1",0,0,0,0,0,0
"ENSMUSG00000025754.11",0,0,0,0,0,0
"ENSMUSG00000098009.1",0,0,0,0,0,0
"ENSMUSG00000108514.1",0,0,0,0,0,0
"ENSMUSG00000108771.1",0,0,0,0,0,0
"ENSMUSG00000108611.1",0,0,0,0,0,0
"ENSMUSG00000108324.1",0,0,0,0,0,0
"ENSMUSG00000064940.1",0,0,0,0,0,0
"ENSMUSG00000104817.1",0,0,0,0,0,0
"ENSMUSG00000059146.12",106,168,96,96,114,202
"ENSMUSG00000108630.1",0,0,0,0,0,0
"ENSMUSG00000108788.1",0,0,0,0,0,0
"ENSMUSG00000108390.1",0,0,0,0,0,0
"ENSMUSG00000052629.5",23,2,3,12,6,2
"ENSMUSG00000030612.6",913,1000,1123,1141,1329,1338
"ENSMUSG00000108536.1",28,36,12,12,12,8
"ENSMUSG00000030611.10",768,656,957,929,1253,1030
"ENSMUSG00000108603.1",0,0,0,0,4,0
"ENSMUSG00000030610.13",581,571,592,588,662,583
"ENSMUSG00000108791.1",1,3,1,2,0,1
"ENSMUSG00000108385.1",0,0,0,0,0,0
"ENSMUSG00000065609.1",0,0,0,0,0,0
"ENSMUSG00000030609.18",5520,4818,6134,6006,8282,5808
"ENSMUSG00000039236.18",42,6,12,8,18,22
"ENSMUSG00000108670.1",0,0,0,0,0,0
"ENSMUSG00000097441.1",0,0,0,0,0,0
"ENSMUSG00000030607.7",14,4,12,30,24,14
"ENSMUSG00000030606.8",24,18,12,18,36,16
"ENSMUSG00000030605.15",6206,5068,2566,3880,4990,2784
"ENSMUSG00000108387.1",0,4,0,2,2,0
"ENSMUSG00000039202.12",4476,4922,4078,4016,4554,3622
"ENSMUSG00000108521.1",26,8,4,2,8,8
"ENSMUSG00000108460.1",4,4,0,12,2,12
"ENSMUSG00000089453.1",0,2,0,2,0,0
"ENSMUSG00000039194.16",316,360,468,418,586,378
"ENSMUSG00000039187.16",4744,5331,4281,5277,6100,3551
"ENSMUSG00000082400.1",10,2,0,0,0,0
"ENSMUSG00000039176.17",5980,5539,5403,5914,8028,5176
"ENSMUSG00000108599.1",4,0,2,9,16,0
"ENSMUSG00000097023.8",60,72,30,208,248,163
"ENSMUSG00000093238.1",0,0,0,0,0,0
"ENSMUSG00000102995.1",0,0,0,2,2,0
"ENSMUSG00000103663.1",0,0,0,0,2,0
"ENSMUSG00000103831.1",12,0,2,10,22,0
"ENSMUSG00000108616.1",28,40,8,12,22,4
"ENSMUSG00000108373.1",0,0,0,0,0,0
"ENSMUSG00000108776.1",0,0,0,4,0,0
"ENSMUSG00000030549.6",36,48,13,18,16,20
"ENSMUSG00000108318.1",2,2,0,0,0,0
"ENSMUSG00000046591.10",5841,5880,6222,6389,8091,4739
"ENSMUSG00000050382.14",1063,774,961,1017,1334,917
"ENSMUSG00000039133.8",86,70,80,100,113,90
"ENSMUSG00000030546.14",0,2,0,2,0,4
"ENSMUSG00000030545.9",428,474,434,444,470,394
"ENSMUSG00000108425.1",24,42,24,6,46,12
"ENSMUSG00000039099.7",72,58,46,38,36,24
"ENSMUSG00000108506.1",0,0,0,0,0,0
"ENSMUSG00000030544.5",0,2,2,0,0,2
